occurrence_id,token,tex_line,context_sha256,context,classification,obligation_ids,audit_note
UC-25d7abddc0eb53bc,stable,1129,5062833c705cd397e27072a73d25b038c066557431691e19a63b46a307c91a41,"$X$-stable, and the argument of Theorem~\ref{thm:nograph} applies with",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-ef350f3874380b29,all,1139,08031122f73713e5536e2ea52300d9782508186e33f464dc16d13ffbd9d228ea,"$(n,f)=(3,2)$ is $\PSL(3,4)$ (machine base, all ten $X$), and",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-1bfba6922b987fd1,all,1153,9fd41ec0e8b3c8e0f7eab1ccf1beff84351058131499e1d7dbfef663465973e6,"$(n,f)=(4,1)$, $S=\Omega^+(8,2)$, handled for all $X$ in Case~B3.",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-c85e3fa769608152,stable,1154,27fad7d64ed1d339ce8d0b30f689b9707fda3d15959ad2a25ad7d089a8eb76e2,\item $E_6(q)$: see Case~B4; the pair used there is stable for every,MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-93cd8a82b34d8c98,every,1154,27fad7d64ed1d339ce8d0b30f689b9707fda3d15959ad2a25ad7d089a8eb76e2,\item $E_6(q)$: see Case~B4; the pair used there is stable for every,MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-ed08255c7aaadafd,all,1160,ac1c28b7dd3bafe8f6ac3d8c8dbd556d3526762b7dc726d3a3912989e875e1d6,"$r\mid\Phi_{12}(q)$; all proper Levis (types $B_3$, $C_3$,",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-9e4b2ea7ea849513,completes,1162,1c4248b183c6ddf43413925e80287609c36d9110aab5d1374da7e715bfd8a022,$x\mid f<r$. (This completes the $p=2$ case excluded from,MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-11e45052b925393c,stable,1171,38252e2691a9963857b568dfe4e7559c48bb25c94cd44aa298d7a96fa5aa2442,$X$-stable because $J$ is invariant under the relevant diagram symmetry,MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-d3e9051804bdd98e,maximal,1175,860340e638c7f6ba59491a0ca44388111c9f9e7eacca954f37376530828a3599,"so $B_{Q_J}$ is maximal in $G$ by Lemma~\ref{lem:B}, and pairs of",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-825467996fd3f968,all,1181,21a74f5217e271ade215b3bd122f7f3ad5488d4782fea9927d710e112fa6ed97,"\emph{B1. $\PSL(3,q)$, $q\geq5$} ($q\leq4$: machine base, including all",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-6ade0dcca78305b5,maximal,1185,6f0b84119e52223d800b5c78f66059cf77cebd3775883b35f238c30dd443d3b2,"a maximal split torus ($d=\gcd(3,q-1)$), maximal for $q\geq5$",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-8847c4c170088a44,maximal,1185,6f0b84119e52223d800b5c78f66059cf77cebd3775883b35f238c30dd443d3b2,"a maximal split torus ($d=\gcd(3,q-1)$), maximal for $q\geq5$",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-8164febffbe57e22,every,1187,e3f57bbdfd6702cb45a4f8bd9abe85dc3a4df0ec75d07e5eeb14196bdaac0cd5,"$\mathcal{C}_2$), one class, preserved by every automorphism. Take",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-69a88c09404047e4,stable,1195,a0cd9be622866b70b1fe8691cea471b6188bec545d6fe9d025cbcbcea3853b87,"Node $2$ is $\delta$-fixed, so $[P_2]$ is an $X$-stable \emph{maximal}",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-fbf1338c3596650f,maximal,1195,a0cd9be622866b70b1fe8691cea471b6188bec545d6fe9d025cbcbcea3853b87,"Node $2$ is $\delta$-fixed, so $[P_2]$ is an $X$-stable \emph{maximal}",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-d917014b369bb867,stable,1207,29aaf987d3db8b44ce252f022da06e28a39c9b4eb6bb7599582695103110678c,"are $\delta$-orbits, so both $[Q_{J_i}]$ are $X$-stable; the proper",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-a73493d8a02d099e,stable,1220,8f2136fda7f5ca35c1235904efbd64e198cb7da0710156e37bd033cb059ea49c,"Case~A pair $([P_1],[P_2])$ is $X$-stable for \emph{every} $X$ and",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-7ff648e2e712086d,every,1220,8f2136fda7f5ca35c1235904efbd64e198cb7da0710156e37bd033cb059ea49c,"Case~A pair $([P_1],[P_2])$ is $X$-stable for \emph{every} $X$ and",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-dd5e3f981507b5dd,allowed,1221,aaa716952c0d04d59e9554fd1fabe392fdf56b7334b6afaabccbb5741b16e98f,Case~A's argument goes through unchanged (its $x$-bound already allowed,MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-4b390ee603ba5aaf,stable,1224,c3c4c2ce8c47d42f6e4d6f62893f303f7ea600b5ce0c725415f3c175e894dcec,"$X$-stable and Case~A applies. If the graph part contains a triality,",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-1d6f395fb0a2d027,all,1225,eea76095fdfc7fc6555b7c10f9f51042815ea31643b9d13bf188cab1c0ca06b5,"take the pair $([P_2],[Q_{\{2\}}])$: node $2$ is fixed by all of $S_3$,",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-aa7e78acf9e5bb9a,stable,1226,64d06fe002888ad6e0a4d497d0feded3b348521a6db07503ead705ba65afe80e,so $[P_2]$ is an $X$-stable maximal class (Levi,MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-5d8d8c2b13f5309c,maximal,1226,64d06fe002888ad6e0a4d497d0feded3b348521a6db07503ead705ba65afe80e,so $[P_2]$ is an $X$-stable maximal class (Levi,MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-df29b0447ec8c2eb,stable,1231,823953942ccd7ea1c9600073f331c58d354587a1503f9d08bab36307d8c0d851,"the permutation of the end nodes $\{1,3,4\}$; none is $X$-stable",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-da63b2a68374519f,all,1242,37e7d16040447930d6afb56907b1ac48345897074b413002a6fa1eda162e4205,"\emph{B4. $E_6(q)$, all $X$.} The diagram involution fixes nodes $2$",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-a4905c172ddddd58,stable,1244,f456f39549834a6a56deb9fa9ef2e01258d2545d6be25909b48a14b07d31c6c1,"$3\leftrightarrow5$). Pair $([P_2],[P_4])$: two $X$-stable classes of",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-c6be0dc833e6b59f,maximal,1245,a75e616bb339c5a447277c8f6bbca1579647b01bae480450d0df6dec472edfa4,\emph{maximal} parabolics for every $X$. $r$ primitive for $p^{12f}-1$:,MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-bd13a4dfed4bc04f,every,1245,a75e616bb339c5a447277c8f6bbca1579647b01bae480450d0df6dec472edfa4,\emph{maximal} parabolics for every $X$. $r$ primitive for $p^{12f}-1$:,MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-8ebcef42fb7cded0,maximal,1261,1c300bcf48473399e967f695d494abc9c0cdc8e503b988dce385858e29260aed,extension) for $f$ even; $V$ is maximal in both cases,MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-5fd9ff7ac622ec8c,stable,1267,223e279d5aaecc942224fbe4c3df99868455d16205d61273f685b4469d39d5ae,"$[V]$ is $\Aut$-stable. \emph{Primes:} $f$ odd, $2f\neq6$: $r$",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-49571e5f8ee72b65,exactly,1279,9ba5e1075e68780f81d1087424e28c2f1eaf79fabf8982baecae7770c95c58c1,$p=17=\Phi_8(2)$ matches this construction exactly.),MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-af592a92e6ab6900,exactly,1296,cb8385737d4bdaaddea56b551e46eb8eefdae874e360ef10a35676357697d34d,"$V:=\Fix(\tilde\rho^{\,f})\cap S$ exactly as in B5: $V={}^2G_2(q)$ for",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-ebbaf15160874a23,maximal,1297,7eeb0e26b3da696151f5a04f991f36d57673b5cc5dc9c10a14271c48e7c3dfcb,"$f$ odd, maximal in $G_2(q)$ \cite[Thm.~A, p.~33]{Kleidman1988} (for $f=1$,",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-f6b56139b797db45,maximal,1298,2e112e3917cffba92acb221f98d3f4a028617ee106e6679ad275251f580e7b97,"$V={}^2G_2(3)\cong P\Gamma L_2(8)$, maximal in $G_2(3)$ by the",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-1f69ee8f8f934a78,maximal,1301,f2359664de7abd31672b5517020b85023c988a92f0b5d447a0c2d46d7b7b45df,"(subfield, index-two extension, maximal",MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-66b277a017fd15a0,stable,1303,f71bd2cb82bb3550e20ec4a75298792ee095eefc6fff6fe14bbfaa63dd750730,$\Aut$-stable by the commuting-endomorphism argument of B5,MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-5cabc8b0805f31e6,all,1305,bf9b3989809acea2647b2e4d9dcae82bc00d323415f0e19479182ec400de1d11,odd: $r$ primitive for $3^{3f}-1$ (exists for all $f\geq1$: $p=3\neq2$,MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-48388a6b0beea8bb,every,1318,b1ae55fc5c76c35372d602d7905e55b6b10b99cdd4f3557640a38619368c5ad2,In every case Theorem~\ref{thm:D} excludes $S^k$ for every $k\geq2$.,MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-3fa7f1d500616a83,every,1318,b1ae55fc5c76c35372d602d7905e55b6b10b99cdd4f3557640a38619368c5ad2,In every case Theorem~\ref{thm:D} excludes $S^k$ for every $k\geq2$.,MATHEMATICAL-CLAIM,PAR-NOVELTY;ARITH-UNIVERSAL;ARITH-SYMBOLIC;SRC-ORDER-FORMULAS;SRC-ZSIGMONDY;SRC-AUTOMORPHISMS;SRC-MAXIMALITY;CFSG-BOUNDARIES,"Graph/graph-field family claim; routed to novelty machinery, universal arithmetic, sources, and exceptions."
UC-ea78928a6742aff5,Every,1324,3dd96030a651c943a1124ebd097cdb83729e64361e5b85ab66bf04b21fb3f5ba,Every non-abelian finite simple group is excluded in the sense of,MATHEMATICAL-CLAIM,RED-MIN;SRC-REDUCTION-STRUCTURE;RED-COORD;RED-COORD-BOUND;K1-TT;SUP-EXIST;SUP-MAX;SUP-NONCONJ;DIV-GROUP;DIV-ARITH;CFSG-INVENTORY;CFSG-BOUNDARIES;ARITH-UNIVERSAL;COMP-FINITE-BASE;COMP-SPORADIC,"Coverage, main-proof, or corollary claim; routed to the complete logical dependency bundle."
UC-eb76284cdd9d7626,Every,1359,48598ef76b8db215cc74830a7cab2424c61ffda47bbcec42d80f662d50d8de78,Every finite simple group appears (repetitions from exceptional,MATHEMATICAL-CLAIM,RED-MIN;SRC-REDUCTION-STRUCTURE;RED-COORD;RED-COORD-BOUND;K1-TT;SUP-EXIST;SUP-MAX;SUP-NONCONJ;DIV-GROUP;DIV-ARITH;CFSG-INVENTORY;CFSG-BOUNDARIES;ARITH-UNIVERSAL;COMP-FINITE-BASE;COMP-SPORADIC,"Coverage, main-proof, or corollary claim; routed to the complete logical dependency bundle."
UC-5d0ec387f1640238,unique,1366,9e38326ab8092c42c333bdefc3b3b772e61b9cb7e73431ac8ad4f487a18415cc,"unique minimal normal subgroup $N=S^k$, $S$ non-abelian simple, and",MATHEMATICAL-CLAIM,RED-MIN;SRC-REDUCTION-STRUCTURE;RED-COORD;RED-COORD-BOUND;K1-TT;SUP-EXIST;SUP-MAX;SUP-NONCONJ;DIV-GROUP;DIV-ARITH;CFSG-INVENTORY;CFSG-BOUNDARIES;ARITH-UNIVERSAL;COMP-FINITE-BASE;COMP-SPORADIC,"Coverage, main-proof, or corollary claim; routed to the complete logical dependency bundle."
UC-25bfb86db270c560,maximal,1371,08f14428214f8c41027e242f393a04f86e9e8a3d670624bf521aab6cf84f96b6,"$[V]\neq[W]$, maximal in $\Pos_X(S)$ and normally saturating, and a",MATHEMATICAL-CLAIM,RED-MIN;SRC-REDUCTION-STRUCTURE;RED-COORD;RED-COORD-BOUND;K1-TT;SUP-EXIST;SUP-MAX;SUP-NONCONJ;DIV-GROUP;DIV-ARITH;CFSG-INVENTORY;CFSG-BOUNDARIES;ARITH-UNIVERSAL;COMP-FINITE-BASE;COMP-SPORADIC,"Coverage, main-proof, or corollary claim; routed to the complete logical dependency bundle."
UC-426751eb34642e02,every,1390,915453076fba7f1893a2a9c5565c7df1e0a97c6e1fbe2372cb2c41dc41c7a3d3,counterexample: for \emph{every} finite group $G$ with a unique minimal,MATHEMATICAL-CLAIM,RED-MIN;SRC-REDUCTION-STRUCTURE;RED-COORD;RED-COORD-BOUND;K1-TT;SUP-EXIST;SUP-MAX;SUP-NONCONJ;DIV-GROUP;DIV-ARITH;CFSG-INVENTORY;CFSG-BOUNDARIES;ARITH-UNIVERSAL;COMP-FINITE-BASE;COMP-SPORADIC,"Coverage, main-proof, or corollary claim; routed to the complete logical dependency bundle."
UC-72f9bc6551cff7d3,unique,1390,915453076fba7f1893a2a9c5565c7df1e0a97c6e1fbe2372cb2c41dc41c7a3d3,counterexample: for \emph{every} finite group $G$ with a unique minimal,MATHEMATICAL-CLAIM,RED-MIN;SRC-REDUCTION-STRUCTURE;RED-COORD;RED-COORD-BOUND;K1-TT;SUP-EXIST;SUP-MAX;SUP-NONCONJ;DIV-GROUP;DIV-ARITH;CFSG-INVENTORY;CFSG-BOUNDARIES;ARITH-UNIVERSAL;COMP-FINITE-BASE;COMP-SPORADIC,"Coverage, main-proof, or corollary claim; routed to the complete logical dependency bundle."
UC-962f841661646eaa,maximal,1392,9651d7a513560dcb44d15395ca4e172de5e62b939d39d9cbd03e68ec90f39ffe,non-conjugate maximal subgroups of $G$ fails to factorize $G$. The,MATHEMATICAL-CLAIM,RED-MIN;SRC-REDUCTION-STRUCTURE;RED-COORD;RED-COORD-BOUND;K1-TT;SUP-EXIST;SUP-MAX;SUP-NONCONJ;DIV-GROUP;DIV-ARITH;CFSG-INVENTORY;CFSG-BOUNDARIES;ARITH-UNIVERSAL;COMP-FINITE-BASE;COMP-SPORADIC,"Coverage, main-proof, or corollary claim; routed to the complete logical dependency bundle."
UC-80cbada79cbcbe13,All,1398,56be6fe9a1b0334b56823b019a116a840203520f18f964d65d5d42efc40a16f6,"All code, GAP scripts, and log certificates required to reproduce the",METADATA-OR-DISCLOSURE,MANUSCRIPT-CODE;COMP-INDEPENDENT;DETERMINISM,Availability or disclosure statement; checked against repository evidence and manuscript controls.
UC-5a86342f3ad642aa,every,1402,7df35af9cc1a7872acee6f96c5260288b490cf09c7fd66251507e48757e6f188,"SHA-256 checksums of every certificate log, a \path{CITATION.cff}",METADATA-OR-DISCLOSURE,MANUSCRIPT-CODE;COMP-INDEPENDENT;DETERMINISM,Availability or disclosure statement; checked against repository evidence and manuscript controls.
UC-633231c37639e606,All,1423,05e267d31318a6297a524a02b0c00fd0a3453a577d51ac9761326554efddd292,"checked the cited references, and edited the final manuscript. All",METADATA-OR-DISCLOSURE,MANUSCRIPT-CODE;COMP-INDEPENDENT;DETERMINISM,Availability or disclosure statement; checked against repository evidence and manuscript controls.
UC-e6abab65730055fc,independently,1424,865d01ee06bb597ce14f04fc047c3ae1aae6e6a3dfa5108c433353878d937376,"machine-verified claims are backed by the committed, independently",METADATA-OR-DISCLOSURE,MANUSCRIPT-CODE;COMP-INDEPENDENT;DETERMINISM,Availability or disclosure statement; checked against repository evidence and manuscript controls.
UC-e11919fa07d8653a,Maximal,1432,f56c71618c395051c4badf96acfbe8f32517dc694db53e1ed886430d31d6c37e,\emph{The Maximal Subgroups of the Low-Dimensional Finite Classical,BIBLIOGRAPHIC-TEXT,MANUSCRIPT-CODE,"Occurrence is inside a bibliographic title or reference entry, not an uncited proof assertion."
UC-31736adbfd180865,maximal,1465,0e7ad95e2e8f593fb567ad8b50e6b8f34d751a0b4f26f6adcc0161088a5c770b,"maximal subgroups of the Monster, \emph{J.\ Algebra} \textbf{689} (2026),",BIBLIOGRAPHIC-TEXT,MANUSCRIPT-CODE,"Occurrence is inside a bibliographic title or reference entry, not an uncited proof assertion."
UC-802f55aa057be9ae,maximal,1503,2845c5c72db1118bec8be11f7fa4c96acf50bc63daf3cc4a68659f4d5af6a6b4,"P.~B.~Kleidman, The maximal subgroups of the Chevalley groups $G_2(q)$",BIBLIOGRAPHIC-TEXT,MANUSCRIPT-CODE,"Occurrence is inside a bibliographic title or reference entry, not an uncited proof assertion."
UC-212cef3ba26d6b2d,maximal,1509,1dfc3a013dc3c232ae0856460fecc30c247a699f90bc4d32591061e5999baee2,"M.~W.~Liebeck, C.~E.~Praeger, J.~Saxl, A classification of the maximal",BIBLIOGRAPHIC-TEXT,MANUSCRIPT-CODE,"Occurrence is inside a bibliographic title or reference entry, not an uncited proof assertion."
